launch_id,launch_time_utc,Location,Status Mission,label_prelim,Datum,latitude,longitude
3972,1965-04-28 20:17:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Wed Apr 28, 1965 20:17 UTC",34.742027,-120.572433
3973,1965-04-23 01:55:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Apr 23, 1965 01:55 UTC",45.9647,63.305
3974,1965-04-17 09:50:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Apr 17, 1965 09:50 UTC",45.9647,63.305
3975,1965-04-10 08:15:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sat Apr 10, 1965 08:15 UTC",45.9647,63.305
3976,1965-04-03 21:25:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Sat Apr 03, 1965 21:25 UTC",34.742027,-120.572433
3977,1965-03-25 10:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Mar 25, 1965 10:00 UTC",45.9647,63.305
3978,1965-03-23 14:24:00+00:00,"LC-19, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Mar 23, 1965 14:24 UTC",28.396837,-80.605659
3979,1965-03-21 21:37:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Sun Mar 21, 1965 21:37 UTC",28.396837,-80.605659
3980,1965-03-18 07:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Mar 18, 1965 07:00 UTC",45.9647,63.305
3981,1965-03-15 11:00:00+00:00,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Mar 15, 1965 11:00 UTC",45.9647,63.305
3982,1965-03-12 19:25:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Fri Mar 12, 1965 19:25 UTC",34.742027,-120.572433
3983,1965-03-12 09:36:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Mar 12, 1965 09:36 UTC",45.9647,63.305
3984,1965-03-07 08:59:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Mar 07, 1965 08:59 UTC",45.9647,63.305
3985,1965-03-02 13:25:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Tue Mar 02, 1965 13:25 UTC",28.396837,-80.605659
3986,1965-02-26 05:01:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Feb 26, 1965 05:01 UTC",45.9647,63.305
3987,1965-02-22 07:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Feb 22, 1965 07:30 UTC",45.9647,63.305
3988,1965-02-21 11:00:00+00:00,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Feb 21, 1965 11:00 UTC",45.9647,63.305
3989,1965-02-20 06:30:00+00:00,"Site 86/1, Kapustin Yar, Russia",Failure,Atrasado,"Sat Feb 20, 1965 06:30 UTC",,
3990,1965-02-17 17:05:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Feb 17, 1965 17:05 UTC",28.396837,-80.605659
3991,1965-02-16 14:37:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Feb 16, 1965 14:37 UTC",28.396837,-80.605659
3992,1965-02-12 12:00:00+00:00,"Site 86/1, Kapustin Yar, Russia",Failure,Atrasado,"Fri Feb 12, 1965 12:00 UTC",,
3993,1965-02-11 15:19:00+00:00,"SLC-20, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Feb 11, 1965 15:19 UTC",28.396837,-80.605659
3994,1965-01-30 09:36:00+00:00,"Site 86/1, Kapustin Yar, Russia",Success,OK,"Sat Jan 30, 1965 09:36 UTC",,
3995,1965-01-23 20:09:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Sat Jan 23, 1965 20:09 UTC",34.742027,-120.572433
3996,1965-01-21 20:09:00+00:00,"LC-576B3, Vandenberg AFB, California, USA",Failure,Atrasado,"Thu Jan 21, 1965 20:09 UTC",34.742027,-120.572433
3997,1965-01-19 14:04:00+00:00,"LC-19, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Jan 19, 1965 14:04 UTC",28.396837,-80.605659
3998,1965-01-11 09:29:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Jan 11, 1965 09:29 UTC",45.9647,63.305
3999,1964-12-11 14:25:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Partial Failure,Atrasado,"Fri Dec 11, 1964 14:25 UTC",28.396837,-80.605659
4000,1964-12-10 16:52:00+00:00,"SLC-20, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Dec 10, 1964 16:52 UTC",28.396837,-80.605659
4001,1964-12-09 23:02:00+00:00,"Site 86/1, Kapustin Yar, Russia",Success,OK,"Wed Dec 09, 1964 23:02 UTC",,
4002,1964-12-04 18:57:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Fri Dec 04, 1964 18:57 UTC",34.742027,-120.572433
4003,,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Tue Dec 01, 1964",,
4004,1964-11-30 13:12:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Nov 30, 1964 13:12 UTC",45.9647,63.305
4005,1964-11-28 14:22:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Nov 28, 1964 14:22 UTC",28.396837,-80.605659
4006,1964-11-05 19:22:00+00:00,"LC-13, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Thu Nov 05, 1964 19:22 UTC",28.396837,-80.605659
4007,1964-10-28 10:40:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Oct 28, 1964 10:40 UTC",45.9647,63.305
4008,1964-10-24 05:16:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Oct 24, 1964 05:16 UTC",,
4009,,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Fri Oct 23, 1964",45.9647,63.305
4010,1964-10-23 18:30:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Fri Oct 23, 1964 18:30 UTC",34.742027,-120.572433
4011,1964-10-14 10:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Oct 14, 1964 10:00 UTC",45.9647,63.305
4012,1964-10-12 07:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Oct 12, 1964 07:30 UTC",45.9647,63.305
4013,,"SLC-4E, Vandenberg AFB, California, USA",Failure,Atrasado,"Thu Oct 08, 1964",34.742027,-120.572433
4014,1964-10-06 07:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Oct 06, 1964 07:00 UTC",45.9647,63.305
4015,1964-09-24 12:04:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Sep 24, 1964 12:04 UTC",45.9647,63.305
4016,1964-09-23 13:10:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Wed Sep 23, 1964 13:10 UTC",34.742027,-120.572433
4017,1964-09-18 16:22:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Sep 18, 1964 16:22 UTC",28.396837,-80.605659
4018,1964-09-13 09:45:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Sep 13, 1964 09:45 UTC",45.9647,63.305
4019,1964-09-05 01:23:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Sep 05, 1964 01:23 UTC",28.396837,-80.605659
4020,1964-09-01 15:00:00+00:00,"SLC-20, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Tue Sep 01, 1964 15:00 UTC",28.396837,-80.605659
4021,1964-08-28 16:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Aug 28, 1964 16:00 UTC",45.9647,63.305
4022,1964-08-22 11:02:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Aug 22, 1964 11:02 UTC",,
4023,1964-08-22 07:21:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Aug 22, 1964 07:21 UTC",45.9647,63.305
4024,1964-08-18 09:15:00+00:00,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Aug 18, 1964 09:15 UTC",45.9647,63.305
4025,1964-08-14 22:00:00+00:00,"SLC-4E, Vandenberg AFB, California, USA",Success,OK,"Fri Aug 14, 1964 22:00 UTC",34.742027,-120.572433
4026,1964-08-14 09:30:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Aug 14, 1964 09:30 UTC",45.9647,63.305
4027,1964-07-30 03:36:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Thu Jul 30, 1964 03:36 UTC",,
4028,1964-07-28 16:50:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Jul 28, 1964 16:50 UTC",28.396837,-80.605659
4029,1964-07-17 02:37:00+00:00,"LC-13, Cape Canaveral AFS, Florida, USA",Success,OK,"Fri Jul 17, 1964 02:37 UTC",28.396837,-80.605659
4030,1964-07-15 11:27:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Jul 15, 1964 11:27 UTC",45.9647,63.305
4031,,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Jul 10, 1964",45.9647,63.305
4032,1964-07-06 18:51:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Mon Jul 06, 1964 18:51 UTC",34.742027,-120.572433
4033,1964-07-01 11:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Jul 01, 1964 11:00 UTC",45.9647,63.305
4034,1964-06-30 14:04:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Failure,Atrasado,"Tue Jun 30, 1964 14:04 UTC",28.396837,-80.605659
4035,1964-06-23 10:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Jun 23, 1964 10:00 UTC",45.9647,63.305
4036,1964-06-10 11:00:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Jun 10, 1964 11:00 UTC",45.9647,63.305
4037,1964-06-06 06:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Jun 06, 1964 06:00 UTC",,
4038,1964-06-04 04:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Thu Jun 04, 1964 04:00 UTC",45.9647,63.305
4039,1964-05-28 17:07:00+00:00,"SLC-37B, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu May 28, 1964 17:07 UTC",28.396837,-80.605659
4040,1964-05-19 19:21:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Tue May 19, 1964 19:21 UTC",34.742027,-120.572433
4041,1964-05-18 09:42:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon May 18, 1964 09:42 UTC",45.9647,63.305
4042,1964-04-25 10:21:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Apr 25, 1964 10:21 UTC",45.9647,63.305
4043,1964-04-23 16:19:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Thu Apr 23, 1964 16:19 UTC",34.742027,-120.572433
4044,1964-04-20 08:08:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Mon Apr 20, 1964 08:08 UTC",45.9647,63.305
4045,1964-04-12 09:31:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Apr 12, 1964 09:31 UTC",45.9647,63.305
4046,1964-04-08 16:01:00+00:00,"LC-19, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Apr 08, 1964 16:01 UTC",28.396837,-80.605659
4047,1964-04-04 09:45:00+00:00,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Apr 04, 1964 09:45 UTC",45.9647,63.305
4048,1964-04-02 02:42:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Apr 02, 1964 02:42 UTC",45.9647,63.305
4049,1964-03-27 03:24:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Partial Failure,Atrasado,"Fri Mar 27, 1964 03:24 UTC",45.9647,63.305
4050,1964-03-21 08:15:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sat Mar 21, 1964 08:15 UTC",45.9647,63.305
4051,1964-03-18 15:07:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Wed Mar 18, 1964 15:07 UTC",,
4052,1964-03-11 20:14:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Wed Mar 11, 1964 20:14 UTC",34.742027,-120.572433
4053,1964-02-27 13:26:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Thu Feb 27, 1964 13:26 UTC",,
4054,1964-02-25 18:59:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Tue Feb 25, 1964 18:59 UTC",34.742027,-120.572433
4055,1964-02-19 05:47:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Wed Feb 19, 1964 05:47 UTC",45.9647,63.305
4056,1964-01-30 15:49:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Jan 30, 1964 15:49 UTC",28.396837,-80.605659
4057,1964-01-30 09:45:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Jan 30, 1964 09:45 UTC",45.9647,63.305
4058,1964-01-29 16:25:00+00:00,"LC-34, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Jan 29, 1964 16:25 UTC",28.396837,-80.605659
4059,1963-12-19 18:49:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Thu Dec 19, 1963 18:49 UTC",34.742027,-120.572433
4060,1963-12-19 09:28:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Dec 19, 1963 09:28 UTC",45.9647,63.305
4061,1963-12-18 21:45:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Wed Dec 18, 1963 21:45 UTC",34.742027,-120.572433
4062,1963-12-13 14:15:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Fri Dec 13, 1963 14:15 UTC",,
4063,1963-11-28 09:19:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Thu Nov 28, 1963 09:19 UTC",45.9647,63.305
4064,1963-11-27 19:03:00+00:00,"SLC-36A, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Nov 27, 1963 19:03 UTC",28.396837,-80.605659
4065,1963-11-16 10:34:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Nov 16, 1963 10:34 UTC",45.9647,63.305
4066,1963-11-11 06:23:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Nov 11, 1963 06:23 UTC",45.9647,63.305
4067,1963-11-01 08:56:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Nov 01, 1963 08:56 UTC",45.9647,63.305
4068,1963-10-25 18:59:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Fri Oct 25, 1963 18:59 UTC",34.742027,-120.572433
4069,1963-10-24 04:30:00+00:00,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Thu Oct 24, 1963 04:30 UTC",,
4070,1963-10-18 09:29:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Oct 18, 1963 09:29 UTC",45.9647,63.305
4071,1963-10-17 02:37:00+00:00,"LC-13, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Oct 17, 1963 02:37 UTC",28.396837,-80.605659
4072,1963-09-27 11:17:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Failure,Atrasado,"Fri Sep 27, 1963 11:17 UTC",34.742027,-120.572433
4073,1963-09-06 19:30:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Fri Sep 06, 1963 19:30 UTC",34.742027,-120.572433
4074,1963-08-22 06:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Thu Aug 22, 1963 06:00 UTC",,
4075,1963-08-06 06:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Tue Aug 06, 1963 06:00 UTC",,
4076,1963-07-19 03:51:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Fri Jul 19, 1963 03:51 UTC",34.742027,-120.572433
4077,1963-07-12 20:46:00+00:00,"SLC-4W, Vandenberg AFB, California, USA",Success,OK,"Fri Jul 12, 1963 20:46 UTC",34.742027,-120.572433
4078,1963-07-10 10:03:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Wed Jul 10, 1963 10:03 UTC",45.9647,63.305
4079,1963-06-28 21:19:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Fri Jun 28, 1963 21:19 UTC",34.742027,-120.572433
4080,1963-06-16 09:29:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Jun 16, 1963 09:29 UTC",45.9647,63.305
4081,1963-06-16 01:49:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Sun Jun 16, 1963 01:49 UTC",34.742027,-120.572433
4082,1963-06-14 11:58:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri Jun 14, 1963 11:58 UTC",45.9647,63.305
4083,,"SLC-3E, Vandenberg AFB, California, USA",Failure,Atrasado,"Wed Jun 12, 1963",34.742027,-120.572433
4084,,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Sat Jun 01, 1963",,
4085,1963-05-24 10:34:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Fri May 24, 1963 10:34 UTC",45.9647,63.305
4086,1963-05-22 03:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Wed May 22, 1963 03:00 UTC",,
4087,1963-05-15 13:04:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed May 15, 1963 13:04 UTC",28.396837,-80.605659
4088,1963-05-09 20:06:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Success,OK,"Thu May 09, 1963 20:06 UTC",34.742027,-120.572433
4089,1963-04-28 08:49:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Apr 28, 1963 08:49 UTC",45.9647,63.305
4090,,"SLC-5, Vandenberg AFB, California, USA",Failure,Atrasado,"Fri Apr 26, 1963",34.742027,-120.572433
4091,1963-04-22 08:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Mon Apr 22, 1963 08:30 UTC",45.9647,63.305
4092,1963-04-13 11:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Apr 13, 1963 11:00 UTC",,
4093,1963-04-06 03:01:00+00:00,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Sat Apr 06, 1963 03:01 UTC",,
4094,1963-04-05 03:01:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Failure,Atrasado,"Fri Apr 05, 1963 03:01 UTC",34.742027,-120.572433
4095,1963-04-02 08:04:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Tue Apr 02, 1963 08:04 UTC",45.9647,63.305
4096,1963-03-21 08:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Mar 21, 1963 08:30 UTC",45.9647,63.305
4097,1963-02-19 16:33:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Tue Feb 19, 1963 16:33 UTC",34.742027,-120.572433
4098,1963-02-03 09:29:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sun Feb 03, 1963 09:29 UTC",45.9647,63.305
4099,1963-01-04 08:49:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Fri Jan 04, 1963 08:49 UTC",45.9647,63.305
4100,1962-12-22 09:24:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Dec 22, 1962 09:24 UTC",45.9647,63.305
4101,1962-12-19 01:25:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Wed Dec 19, 1962 01:25 UTC",34.742027,-120.572433
4102,1962-12-17 20:36:00+00:00,"SLC-3E, Vandenberg AFB, California, USA",Failure,Atrasado,"Mon Dec 17, 1962 20:36 UTC",34.742027,-120.572433
4103,1962-12-16 14:33:00+00:00,"LA-3, Wallops Flight Facility, Virginia, USA",Success,OK,"Sun Dec 16, 1962 14:33 UTC",37.8337,-75.4881
4104,1962-12-14 21:26:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Success,OK,"Fri Dec 14, 1962 21:26 UTC",34.742027,-120.572433
4105,1962-12-13 23:30:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Dec 13, 1962 23:30 UTC",28.396837,-80.605659
4106,1962-12-13 04:07:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Success,OK,"Thu Dec 13, 1962 04:07 UTC",34.742027,-120.572433
4107,1962-12-04 21:30:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Success,OK,"Tue Dec 04, 1962 21:30 UTC",34.742027,-120.572433
4108,1962-11-24 22:01:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Success,OK,"Sat Nov 24, 1962 22:01 UTC",34.742027,-120.572433
4109,1962-11-11 20:17:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Sun Nov 11, 1962 20:17 UTC",34.742027,-120.572433
4110,1962-11-05 22:04:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Success,OK,"Mon Nov 05, 1962 22:04 UTC",34.742027,-120.572433
4111,1962-11-04 15:35:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sun Nov 04, 1962 15:35 UTC",45.9647,63.305
4112,1962-11-01 16:14:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Nov 01, 1962 16:14 UTC",45.9647,63.305
4113,1962-10-31 08:08:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Oct 31, 1962 08:08 UTC",28.396837,-80.605659
4114,1962-10-27 23:15:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Sat Oct 27, 1962 23:15 UTC",28.396837,-80.605659
4115,1962-10-26 16:14:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Fri Oct 26, 1962 16:14 UTC",34.742027,-120.572433
4116,1962-10-25 07:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Failure,Atrasado,"Thu Oct 25, 1962 07:00 UTC",,
4117,1962-10-24 17:55:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Wed Oct 24, 1962 17:55 UTC",45.9647,63.305
4118,1962-10-20 04:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Oct 20, 1962 04:00 UTC",,
4119,1962-10-18 16:59:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Thu Oct 18, 1962 16:59 UTC",28.396837,-80.605659
4120,1962-10-17 09:00:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Wed Oct 17, 1962 09:00 UTC",45.9647,63.305
4121,1962-10-09 18:35:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Success,OK,"Tue Oct 09, 1962 18:35 UTC",34.742027,-120.572433
4122,1962-10-03 09:13:00+00:00,"LC-14, Cape Canaveral AFS, Florida, USA",Success,OK,"Wed Oct 03, 1962 09:13 UTC",28.396837,-80.605659
4123,1962-10-02 22:11:00+00:00,"SLC-17B, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Oct 02, 1962 22:11 UTC",28.396837,-80.605659
4124,1962-09-29 23:34:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Sat Sep 29, 1962 23:34 UTC",34.742027,-120.572433
4125,1962-09-29 06:05:00+00:00,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",Success,OK,"Sat Sep 29, 1962 06:05 UTC",34.742027,-120.572433
4126,1962-09-27 09:40:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Thu Sep 27, 1962 09:40 UTC",45.9647,63.305
4127,1962-09-18 08:53:00+00:00,"SLC-17A, Cape Canaveral AFS, Florida, USA",Success,OK,"Tue Sep 18, 1962 08:53 UTC",28.396837,-80.605659
4128,1962-09-17 23:46:00+00:00,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",Success,OK,"Mon Sep 17, 1962 23:46 UTC",34.742027,-120.572433
4129,1962-09-12 00:59:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Wed Sep 12, 1962 00:59 UTC",45.9647,63.305
4130,1962-09-01 20:39:00+00:00,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",Success,OK,"Sat Sep 01, 1962 20:39 UTC",34.742027,-120.572433
4131,1962-09-01 02:12:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sat Sep 01, 1962 02:12 UTC",45.9647,63.305
4132,1962-08-29 01:00:00+00:00,"SLC-2W, Vandenberg AFB, California, USA",Success,OK,"Wed Aug 29, 1962 01:00 UTC",34.742027,-120.572433
4133,1962-08-27 06:53:00+00:00,"LC-12, Cape Canaveral AFS, Florida, USA",Success,OK,"Mon Aug 27, 1962 06:53 UTC",28.396837,-80.605659
4134,1962-08-25 02:56:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Failure,Atrasado,"Sat Aug 25, 1962 02:56 UTC",45.9647,63.305
4135,1962-08-23 11:44:00+00:00,"SLC-5, Vandenberg AFB, California, USA",Success,OK,"Thu Aug 23, 1962 11:44 UTC",34.742027,-120.572433
4136,1962-08-18 15:00:00+00:00,"Mayak-2, Kapustin Yar, Russia",Success,OK,"Sat Aug 18, 1962 15:00 UTC",,
4137,1962-08-12 08:02:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sun Aug 12, 1962 08:02 UTC",45.9647,63.305
4138,1962-08-11 08:30:00+00:00,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Success,OK,"Sat Aug 11, 1962 08:30 UTC",45.9647,63.305
4139,1962-08-05 17:59:00+00:00,"SLC-3W, Vandenberg AFB, California, USA",Success,OK,"Sun Aug 05, 1962 17:59 UTC",34.742027,-120.572433
